matchId,teamId,laneOutcome,laneEventTimestampMs,laneEventTimestampMin,adc_kills,adc_deaths,support_kills,support_deaths,support_wardsPlaced,jungle_kills,jungle_deaths,team_hordeKills,team_dragonKills
KR_8338605372,100,WIN,706564,11.78,2,1,1,1,11,3,1,3,0
KR_8338605372,200,LOSE,706564,11.78,0,1,3,2,7,2,1,0,1
KR_8338570108,100,WIN,884390,14.74,7,1,0,1,15,3,1,3,2
KR_8338570108,200,LOSE,884390,14.74,1,5,1,4,17,2,1,0,0
KR_8338486174,100,LOSE,1015120,16.92,2,3,0,5,20,1,1,0,0
KR_8338486174,200,WIN,1015120,16.92,5,1,1,0,22,2,2,3,2
KR_8337381295,100,LOSE,1153718,19.23,1,0,2,5,19,3,4,3,0
KR_8337381295,200,WIN,1153718,19.23,6,1,1,2,64,4,1,0,2
KR_8337347874,100,LOSE,982096,16.37,2,4,0,9,14,5,4,2,0
KR_8337347874,200,WIN,982096,16.37,10,2,1,1,17,1,4,1,1
KR_8337322326,100,WIN,785482,13.09,1,1,5,4,9,2,2,2,1
KR_8337322326,200,LOSE,785482,13.09,0,2,1,3,9,6,3,1,0
KR_8337275244,100,WIN,828951,13.82,1,1,1,3,11,3,1,3,1
KR_8337275244,200,LOSE,828951,13.82,2,1,0,0,8,3,2,0,0
KR_8337266056,100,WIN,839477,13.99,2,0,2,1,14,3,1,3,0
KR_8337266056,200,LOSE,839477,13.99,1,0,1,4,7,4,3,0,1
KR_8337219779,100,WIN,775765,12.93,5,2,0,1,16,3,2,3,0
KR_8337219779,200,LOSE,775765,12.93,1,4,1,3,13,0,1,0,2
KR_8337205295,100,WIN,895526,14.93,3,1,3,0,45,3,1,3,1
KR_8337205295,200,LOSE,895526,14.93,3,3,1,4,13,0,5,0,0
KR_8337189154,100,LOSE,699920,11.67,3,2,3,1,8,2,1,0,1
KR_8337189154,200,WIN,699920,11.67,3,2,0,3,11,1,3,3,0
KR_8337142564,100,LOSE,886026,14.77,2,4,3,5,14,1,2,0,1
KR_8337142564,200,WIN,886026,14.77,4,1,0,2,61,6,2,3,1
KR_8337128127,100,LOSE,759701,12.66,1,4,0,4,23,1,2,3,0
KR_8337128127,200,WIN,759701,12.66,3,1,0,2,8,5,0,0,2
KR_8354139335,100,LOSE,677662,11.29,1,3,0,2,10,1,1,3,0
KR_8354139335,200,WIN,677662,11.29,3,3,1,0,38,2,0,0,1
KR_8354128468,100,LOSE,857693,14.29,3,5,1,5,11,3,2,3,0
KR_8354128468,200,WIN,857693,14.29,7,3,1,1,12,2,3,0,2
KR_8354118374,100,LOSE,817640,13.63,1,5,0,3,9,4,3,0,0
KR_8354118374,200,WIN,817640,13.63,3,3,1,1,13,6,1,3,1
KR_8354100323,100,WIN,766207,12.77,4,0,1,3,14,2,4,0,1
KR_8354100323,200,LOSE,766207,12.77,2,3,2,2,8,5,2,3,0
KR_8353442933,100,WIN,833115,13.89,3,2,2,4,14,5,2,3,0
KR_8353442933,200,LOSE,833115,13.89,5,2,0,5,11,3,0,0,1
KR_8353005855,100,LOSE,909546,15.16,5,2,1,6,15,1,4,3,0
KR_8353005855,200,WIN,909546,15.16,4,3,2,2,13,9,3,0,1
KR_8352893487,100,LOSE,1038713,17.31,2,5,2,5,18,6,4,1,0
KR_8352893487,200,WIN,1038713,17.31,7,3,1,5,15,5,3,2,1
KR_8352854399,100,LOSE,853953,14.23,4,2,0,2,13,1,1,3,0
KR_8352854399,200,WIN,853953,14.23,1,4,0,2,51,4,0,0,1
KR_8350647440,100,WIN,849862,14.16,6,2,1,4,12,5,2,3,0
KR_8350647440,200,LOSE,849862,14.16,0,2,1,4,16,5,2,0,1
KR_8353825673,100,LOSE,851635,14.19,2,3,0,3,13,2,2,3,0
KR_8353825673,200,WIN,851635,14.19,4,1,3,2,8,1,3,0,2
KR_8353599737,100,WIN,848472,14.14,5,3,2,1,11,10,0,1,0
KR_8353599737,200,LOSE,848472,14.14,1,3,1,5,45,2,8,2,1
KR_8352161944,100,LOSE,789357,13.16,2,6,0,5,14,0,2,3,0
KR_8352161944,200,WIN,789357,13.16,7,1,3,1,8,2,0,0,2
KR_8352104690,100,LOSE,667185,11.12,0,5,1,4,9,3,0,1,0
KR_8352104690,200,WIN,667185,11.12,4,1,0,0,13,5,0,2,1
KR_8345959933,100,LOSE,864944,14.42,4,9,1,3,11,3,2,0,0
KR_8345959933,200,WIN,864944,14.42,5,3,3,3,19,5,0,3,2
KR_8345896927,100,LOSE,942325,15.71,3,7,1,3,48,2,4,3,1
KR_8345896927,200,WIN,942325,15.71,8,2,1,2,10,5,1,0,1
KR_8345856256,100,LOSE,788085,13.13,1,5,0,3,10,6,0,3,0
KR_8345856256,200,WIN,788085,13.13,7,2,0,2,11,1,3,0,1
KR_8345812327,100,WIN,1127500,18.79,4,0,2,3,24,2,3,2,1
KR_8345812327,200,LOSE,1127500,18.79,1,3,0,2,20,3,2,1,1
KR_8337750162,100,WIN,761898,12.7,5,1,1,1,11,1,2,0,1
KR_8337750162,200,LOSE,761898,12.7,0,4,1,2,13,2,1,3,1
KR_8337670319,100,LOSE,1077627,17.96,2,1,1,5,25,5,2,3,1
KR_8337670319,200,WIN,1077627,17.96,3,2,1,5,21,3,2,0,2
KR_8337595470,100,LOSE,970671,16.18,4,3,0,2,19,5,3,1,0
KR_8337595470,200,WIN,970671,16.18,3,5,2,1,25,2,1,2,1
KR_8337539469,100,WIN,734373,12.24,4,3,4,1,11,4,2,0,1
KR_8337539469,200,LOSE,734373,12.24,3,7,3,5,7,0,1,3,0
KR_8337505306,100,WIN,1043355,17.39,2,1,1,1,25,7,1,1,1
KR_8337505306,200,LOSE,1043355,17.39,0,2,1,2,16,4,3,2,1
KR_8354168685,100,WIN,907726,15.13,2,4,8,3,10,2,0,3,1
KR_8354168685,200,LOSE,907726,15.13,3,2,2,3,18,3,4,0,0
KR_8354650905,100,WIN,1023807,17.06,6,2,4,7,22,5,0,0,2
KR_8354650905,200,LOSE,1023807,17.06,1,5,5,4,26,5,6,3,0
KR_8354617528,100,LOSE,678164,11.3,2,4,0,2,8,3,2,0,0
KR_8354617528,200,WIN,678164,11.3,4,1,2,1,9,3,3,3,1
KR_8354563096,100,LOSE,777233,12.95,1,4,1,2,43,1,2,2,0
KR_8354563096,200,WIN,777233,12.95,3,0,1,1,10,4,0,1,1
KR_8352282007,100,WIN,907132,15.12,2,1,2,4,9,3,1,3,2
KR_8352282007,200,LOSE,907132,15.12,4,4,0,1,13,6,0,0,0
KR_8342451076,100,WIN,833788,13.9,2,5,1,2,16,4,1,3,2
KR_8342451076,200,LOSE,833788,13.9,3,4,0,4,8,1,3,0,0
KR_8342400691,100,LOSE,821143,13.69,3,2,1,3,12,5,5,0,0
KR_8342400691,200,WIN,821143,13.69,3,1,0,4,11,5,2,3,2
KR_8342364586,100,LOSE,767540,12.79,1,2,0,1,14,0,2,2,1
KR_8342364586,200,WIN,767540,12.79,1,0,2,1,10,1,2,1,0
KR_8341372716,100,LOSE,917997,15.3,1,1,1,2,22,6,4,0,0
KR_8341372716,200,WIN,917997,15.3,1,2,2,3,13,1,4,3,2
KR_8341112571,100,WIN,685146,11.42,7,1,2,0,8,0,1,2,0
KR_8341112571,200,LOSE,685146,11.42,1,4,0,3,5,1,1,1,1
KR_8341085454,100,WIN,832978,13.88,6,3,0,2,14,7,1,3,0
KR_8341085454,200,LOSE,832978,13.88,4,5,1,4,10,1,5,0,1
KR_8339906305,100,LOSE,746745,12.45,3,3,1,2,42,3,4,0,0
KR_8339906305,200,WIN,746745,12.45,3,5,2,2,12,3,0,3,1
KR_8339846622,100,LOSE,909816,15.16,3,5,1,3,11,0,3,2,0
KR_8339846622,200,WIN,909816,15.16,4,2,1,1,23,5,1,1,1
KR_8339676327,100,LOSE,826238,13.77,0,0,1,2,9,2,0,2,0
KR_8339676327,200,WIN,826238,13.77,1,0,0,0,37,0,0,1,2
KR_8339631787,100,WIN,939342,15.66,4,1,0,3,61,3,2,0,0
KR_8339631787,200,LOSE,939342,15.66,2,3,1,3,16,2,1,3,2
KR_8339576686,100,LOSE,1050953,17.52,2,1,1,4,22,5,3,2,1
KR_8339576686,200,WIN,1050953,17.52,4,4,0,4,20,1,8,1,0
KR_8339504234,100,WIN,857382,14.29,6,0,1,1,8,1,3,1,1
KR_8339504234,200,LOSE,857382,14.29,0,6,1,2,15,0,2,2,1
KR_8339471793,100,WIN,943098,15.72,0,4,0,3,15,10,0,1,2
KR_8339471793,200,LOSE,943098,15.72,5,4,3,2,53,2,2,2,0
KR_8337312734,100,LOSE,729883,12.16,0,5,2,5,10,2,1,0,1
KR_8337312734,200,WIN,729883,12.16,3,3,4,1,8,7,0,3,0
KR_8337286008,100,WIN,864936,14.42,2,2,2,2,18,1,4,3,0
KR_8337286008,200,LOSE,864936,14.42,3,1,1,2,48,4,3,0,1
KR_8337255017,100,WIN,504675,8.41,0,1,0,0,1,2,2,3,0
KR_8337255017,200,LOSE,504675,8.41,0,0,0,0,0,1,1,0,0
KR_8337217100,100,LOSE,937300,15.62,1,6,5,5,14,7,2,3,0
KR_8337217100,200,WIN,937300,15.62,7,2,1,4,55,5,2,0,1
KR_8337179911,100,WIN,687470,11.46,3,4,1,3,7,8,2,3,0
KR_8337179911,200,LOSE,687470,11.46,3,3,2,5,6,5,4,0,0
KR_8337155646,100,WIN,878348,14.64,10,1,2,2,18,4,3,3,0
KR_8337155646,200,LOSE,878348,14.64,3,5,0,4,12,3,4,0,1
KR_8339231155,100,LOSE,798860,13.31,3,5,4,3,39,2,2,3,1
KR_8339231155,200,WIN,798860,13.31,7,2,0,2,10,3,3,0,0
KR_8339198052,100,LOSE,849347,14.16,2,2,2,2,8,0,1,1,2
KR_8339198052,200,WIN,849347,14.16,1,1,1,1,12,5,3,2,0
KR_8339185095,100,WIN,784081,13.07,0,2,1,2,13,5,1,1,2
KR_8339185095,200,LOSE,784081,13.07,2,0,2,2,42,2,4,2,0
KR_8339147799,100,WIN,963680,16.06,5,2,4,2,11,5,2,0,1
KR_8339147799,200,LOSE,963680,16.06,1,2,1,7,15,4,3,3,0
KR_8337928969,100,LOSE,770723,12.85,0,4,0,4,11,2,2,0,0
KR_8337928969,200,WIN,770723,12.85,2,2,7,1,15,4,1,3,1
KR_8337906728,100,LOSE,804631,13.41,2,4,4,6,43,5,2,0,0
KR_8337906728,200,WIN,804631,13.41,4,4,3,6,10,4,1,3,2
KR_8337849578,100,WIN,688370,11.47,5,1,0,3,12,2,1,0,0
KR_8337849578,200,LOSE,688370,11.47,2,4,0,1,34,2,2,3,1
KR_8337615247,100,WIN,688771,11.48,4,1,2,1,9,3,1,1,1
KR_8337615247,200,LOSE,688771,11.48,0,3,0,3,6,1,2,2,0
KR_8337572297,100,LOSE,824629,13.74,2,2,1,2,9,1,2,3,0
KR_8337572297,200,WIN,824629,13.74,2,0,1,1,15,1,1,0,1
KR_8344852152,100,LOSE,930843,15.51,1,0,2,3,18,6,2,3,0
KR_8344852152,200,WIN,930843,15.51,2,4,1,4,45,4,3,0,2
KR_8344788113,100,WIN,744392,12.41,3,0,2,1,11,6,1,3,1
KR_8344788113,200,LOSE,744392,12.41,0,4,0,5,6,0,3,0,0
KR_8344695283,100,LOSE,890521,14.84,3,3,2,1,13,5,2,2,1
KR_8344695283,200,WIN,890521,14.84,3,3,0,2,11,0,2,1,1
KR_8344383797,100,LOSE,919078,15.32,3,2,3,2,18,1,2,0,0
KR_8344383797,200,WIN,919078,15.32,2,1,0,2,11,1,3,3,2
KR_8344354738,100,WIN,824010,13.73,2,1,0,1,9,2,0,3,1
KR_8344354738,200,LOSE,824010,13.73,1,2,0,1,9,1,3,0,1
KR_8344325124,100,LOSE,800566,13.34,4,6,1,5,10,2,4,0,0
KR_8344325124,200,WIN,800566,13.34,11,2,0,4,11,2,1,3,1
KR_8344247784,100,LOSE,935265,15.59,5,4,0,4,13,1,1,3,1
KR_8344247784,200,WIN,935265,15.59,3,3,4,2,13,4,1,0,0
KR_8343564909,100,WIN,786836,13.11,7,1,2,3,8,4,5,1,0
KR_8343564909,200,LOSE,786836,13.11,1,6,1,6,11,4,3,2,1
KR_8338057608,100,LOSE,773900,12.9,2,5,3,3,15,3,1,2,0
KR_8338057608,200,WIN,773900,12.9,6,2,1,3,13,2,3,1,2
KR_8338045760,100,WIN,935936,15.6,2,3,0,3,52,3,5,0,0
KR_8338045760,200,LOSE,935936,15.6,3,1,4,2,23,6,1,3,2
KR_8354037530,100,WIN,832976,13.88,5,1,0,1,46,5,3,0,0
KR_8354037530,200,LOSE,832976,13.88,1,5,1,4,10,2,1,3,1
KR_8352961661,100,LOSE,704038,11.73,1,5,1,4,4,4,1,3,0
KR_8352961661,200,WIN,704038,11.73,3,4,0,2,8,4,0,0,1
KR_8352827920,100,LOSE,1003183,16.72,3,3,2,3,21,2,4,3,0
KR_8352827920,200,WIN,1003183,16.72,3,5,1,2,11,4,3,0,2
KR_8349183144,100,LOSE,855294,14.25,1,7,3,6,10,4,3,0,0
KR_8349183144,200,WIN,855294,14.25,3,2,3,5,9,8,0,3,2
KR_8349100352,100,WIN,868833,14.48,3,2,1,2,14,6,3,3,0
KR_8349100352,200,LOSE,868833,14.48,3,2,0,4,11,3,2,0,0
KR_8344706547,100,LOSE,935393,15.59,3,1,1,2,14,3,6,1,0
KR_8344706547,200,WIN,935393,15.59,2,0,0,4,15,8,0,2,2
KR_8344663837,100,LOSE,790919,13.18,1,8,2,4,7,3,3,3,0
KR_8344663837,200,WIN,790919,13.18,8,3,0,4,10,7,0,0,1
KR_8354627203,100,WIN,883314,14.72,0,2,0,5,13,3,4,0,0
KR_8354627203,200,LOSE,883314,14.72,2,2,4,1,18,3,1,3,2
KR_8354605172,100,LOSE,774842,12.91,1,2,0,4,8,2,2,3,0
KR_8354605172,200,WIN,774842,12.91,6,2,0,0,27,1,1,0,1
KR_8354409213,100,LOSE,832060,13.87,0,2,0,4,19,2,3,3,0
KR_8354409213,200,WIN,832060,13.87,3,1,1,0,15,3,0,0,2
KR_8354365940,100,WIN,638698,10.64,1,2,1,0,32,2,1,3,0
KR_8354365940,200,LOSE,638698,10.64,1,0,1,1,10,1,1,0,1
KR_8353824488,100,WIN,979738,16.33,0,2,2,3,18,2,0,3,2
KR_8353824488,200,LOSE,979738,16.33,3,3,3,3,19,4,5,0,0
KR_8350312451,100,LOSE,706114,11.77,2,3,1,3,10,2,1,3,0
KR_8350312451,200,WIN,706114,11.77,3,3,0,1,40,8,1,0,1
KR_8350228872,100,LOSE,792331,13.21,0,2,1,2,11,2,5,3,0
KR_8350228872,200,WIN,792331,13.21,2,0,0,1,13,4,0,0,2
KR_8355228084,100,LOSE,852073,14.2,1,4,1,2,11,7,3,3,0
KR_8355228084,200,WIN,852073,14.2,4,3,4,5,44,4,3,0,2
KR_8355201982,100,LOSE,749180,12.49,4,4,0,5,8,1,2,0,0
KR_8355201982,200,WIN,749180,12.49,4,2,0,3,11,4,0,3,1
KR_8355177773,100,WIN,937987,15.63,3,2,0,2,19,0,2,1,1
KR_8355177773,200,LOSE,937987,15.63,2,2,0,1,38,3,1,2,0
KR_8355137258,100,LOSE,829462,13.82,2,6,4,1,13,7,3,0,0
KR_8355137258,200,WIN,829462,13.82,3,5,0,5,9,5,3,3,2
KR_8354784569,100,LOSE,733892,12.23,3,5,1,3,13,2,2,0,0
KR_8354784569,200,WIN,733892,12.23,6,2,1,3,6,0,1,3,1
KR_8354743413,100,LOSE,573269,9.55,0,7,0,3,8,0,2,0,0
KR_8354743413,200,WIN,573269,9.55,5,0,1,0,9,6,0,3,1
KR_8354455406,100,WIN,833934,13.9,4,2,3,3,12,5,5,1,1
KR_8354455406,200,LOSE,833934,13.9,3,2,1,6,11,5,2,2,0
KR_8354408724,100,LOSE,1092070,18.2,2,3,0,4,16,5,4,0,0
KR_8354408724,200,WIN,1092070,18.2,4,0,0,2,28,6,3,3,2
KR_8346438082,100,WIN,889863,14.83,3,5,2,4,53,6,5,0,0
KR_8346438082,200,LOSE,889863,14.83,7,0,1,5,15,4,4,3,0
KR_8346373407,100,WIN,729884,12.16,3,1,1,2,10,1,0,1,1
KR_8346373407,200,LOSE,729884,12.16,1,3,1,2,7,2,1,2,0
KR_8342034730,100,LOSE,853612,14.23,1,6,3,5,19,9,2,2,2
KR_8342034730,200,WIN,853612,14.23,9,2,3,2,15,3,5,1,0
KR_8351606793,100,LOSE,711122,11.85,0,4,2,3,6,2,0,3,0
KR_8351606793,200,WIN,711122,11.85,3,2,1,0,9,1,0,0,0
KR_8350299423,100,LOSE,1009521,16.83,5,5,1,2,21,3,5,0,0
KR_8350299423,200,WIN,1009521,16.83,2,4,0,2,46,12,3,3,1
KR_8350196994,100,LOSE,672190,11.2,1,2,2,3,7,0,1,0,1
KR_8350196994,200,WIN,672190,11.2,3,2,1,0,8,0,1,3,0
KR_8350178642,100,LOSE,699802,11.66,0,7,1,4,5,1,3,0,0
KR_8350178642,200,WIN,699802,11.66,8,0,4,0,11,0,1,3,1
KR_8350154190,100,LOSE,820280,13.67,2,6,0,2,11,2,3,3,0
KR_8350154190,200,WIN,820280,13.67,5,2,3,2,38,5,3,0,1
KR_8350131038,100,WIN,820510,13.68,6,2,1,3,14,6,1,3,1
KR_8350131038,200,LOSE,820510,13.68,3,4,2,4,9,1,7,0,0
KR_8350084618,100,WIN,827985,13.8,4,2,2,1,15,1,0,1,1
KR_8350084618,200,LOSE,827985,13.8,1,4,1,3,11,1,0,2,1
KR_8350059423,100,LOSE,702239,11.7,0,3,1,5,8,3,3,3,1
KR_8350059423,200,WIN,702239,11.7,5,0,1,2,11,3,3,0,0
KR_8350041398,100,WIN,704917,11.75,6,2,0,3,7,4,3,0,1
KR_8350041398,200,LOSE,704917,11.75,5,3,1,5,10,2,2,3,0
KR_8350022441,100,LOSE,897931,14.97,4,2,0,5,46,2,4,3,0
KR_8350022441,200,WIN,897931,14.97,5,1,0,3,10,0,1,0,1
KR_8349996733,100,LOSE,868264,14.47,1,5,0,1,19,4,1,3,1
KR_8349996733,200,WIN,868264,14.47,6,2,0,1,21,1,1,0,1
KR_8349995094,100,WIN,699450,11.66,5,0,0,1,10,3,1,0,0
KR_8349995094,200,LOSE,699450,11.66,1,5,0,1,7,1,0,3,1
KR_8349977237,100,LOSE,782728,13.05,3,3,0,4,8,2,1,0,1
KR_8349977237,200,WIN,782728,13.05,3,0,1,3,5,4,1,3,0
KR_8348803952,100,LOSE,851507,14.19,1,3,0,1,13,7,2,3,0
KR_8348803952,200,WIN,851507,14.19,3,1,1,2,13,2,1,0,2
KR_8348780893,100,WIN,1223883,20.4,6,3,1,4,75,2,4,0,2
KR_8348780893,200,LOSE,1223883,20.4,2,2,1,5,22,4,3,3,1
KR_8348785020,100,WIN,829347,13.82,4,3,2,3,11,6,1,3,0
KR_8348785020,200,LOSE,829347,13.82,1,3,0,5,7,7,3,0,1
KR_8348758499,100,WIN,783010,13.05,10,1,3,3,8,4,2,3,1
KR_8348758499,200,LOSE,783010,13.05,2,7,2,8,8,2,4,0,0
KR_8348740598,100,LOSE,1026707,17.11,5,1,4,5,21,3,2,3,0
KR_8348740598,200,WIN,1026707,17.11,1,4,0,7,23,8,2,0,2
KR_8354739241,100,LOSE,981966,16.37,1,4,1,2,22,5,4,3,0
KR_8354739241,200,WIN,981966,16.37,3,2,3,3,16,1,3,0,1
KR_8354663342,100,WIN,1159833,19.33,0,6,1,3,73,5,3,3,2
KR_8354663342,200,LOSE,1159833,19.33,6,5,2,3,18,3,3,0,0
KR_8354078015,100,WIN,866924,14.45,5,0,0,4,13,12,1,3,1
KR_8354078015,200,LOSE,866924,14.45,4,4,1,2,49,2,7,0,1
KR_8354031730,100,WIN,657829,10.96,6,3,3,0,8,3,1,3,1
KR_8354031730,200,LOSE,657829,10.96,0,7,2,4,10,1,1,0,0
KR_8353528674,100,LOSE,806118,13.44,1,3,0,5,11,1,5,0,0
KR_8353528674,200,WIN,806118,13.44,4,1,0,1,17,0,0,3,2
KR_8352185057,100,WIN,702244,11.7,3,0,2,1,6,2,1,3,1
KR_8352185057,200,LOSE,702244,11.7,1,2,0,3,6,2,1,0,0
KR_8350901784,100,LOSE,1052885,17.55,4,2,1,3,26,3,2,0,1
KR_8350901784,200,WIN,1052885,17.55,3,2,1,3,13,3,2,3,1
KR_8350830777,100,LOSE,856979,14.28,1,3,1,4,7,2,1,3,0
KR_8350830777,200,WIN,856979,14.28,6,0,0,2,13,4,0,0,2
KR_8348255810,100,WIN,959786,16.0,7,3,1,7,14,6,1,3,0
KR_8348255810,200,LOSE,959786,16.0,4,6,1,6,14,6,5,0,1
KR_8348184402,100,WIN,929563,15.49,5,5,3,4,15,2,3,3,0
KR_8348184402,200,LOSE,929563,15.49,5,2,3,3,15,6,2,0,2
KR_8348133748,100,WIN,858290,14.3,4,4,0,5,12,2,3,2,0
KR_8348133748,200,LOSE,858290,14.3,5,3,1,2,13,6,1,1,1
KR_8348079333,100,LOSE,870270,14.5,5,2,0,4,15,2,3,3,1
KR_8348079333,200,WIN,870270,14.5,7,2,2,3,14,2,3,0,1
KR_8346994933,100,LOSE,940353,15.67,0,0,0,0,24,1,0,3,0
KR_8346994933,200,WIN,940353,15.67,0,0,1,1,11,5,1,0,2
KR_8345891939,100,LOSE,956198,15.94,2,0,1,2,59,1,6,1,1
KR_8345891939,200,WIN,956198,15.94,1,1,3,1,18,2,1,2,1
KR_8344456748,100,WIN,860655,14.34,5,2,4,3,11,4,1,3,1
KR_8344456748,200,LOSE,860655,14.34,3,4,1,4,7,3,4,0,0
KR_8344319225,100,WIN,834388,13.91,5,1,2,3,12,2,1,3,1
KR_8344319225,200,LOSE,834388,13.91,2,4,0,3,8,3,3,0,1
KR_8339995143,100,LOSE,982240,16.37,1,3,2,3,67,0,4,0,1
KR_8339995143,200,WIN,982240,16.37,2,1,5,1,16,3,1,3,1
KR_8350492877,100,WIN,942305,15.71,5,2,2,5,11,4,1,0,1
KR_8350492877,200,LOSE,942305,15.71,5,6,1,4,19,3,1,3,1
KR_8350443741,100,WIN,909777,15.16,3,0,1,2,15,1,1,3,0
KR_8350443741,200,LOSE,909777,15.16,3,3,0,2,12,1,2,0,2
KR_8349950497,100,LOSE,887528,14.79,3,7,2,3,12,3,3,0,0
KR_8349950497,200,WIN,887528,14.79,5,2,2,5,15,5,2,3,2
KR_8349923817,100,LOSE,976654,16.28,6,7,5,3,14,3,2,2,0
KR_8349923817,200,WIN,976654,16.28,9,7,1,5,11,4,3,1,2
KR_8348134706,100,WIN,802863,13.38,4,1,0,4,16,10,0,2,0
KR_8348134706,200,LOSE,802863,13.38,1,5,1,5,11,1,2,1,2
KR_8347995127,100,WIN,958111,15.97,4,2,0,4,56,1,6,0,0
KR_8347995127,200,LOSE,958111,15.97,2,2,1,3,21,7,2,3,1
KR_8347964469,100,LOSE,851914,14.2,3,4,3,1,16,4,4,0,0
KR_8347964469,200,WIN,851914,14.2,2,4,2,5,12,5,1,3,1
KR_8346941987,100,WIN,646689,10.78,2,1,5,2,9,2,0,3,0
KR_8346941987,200,LOSE,646689,10.78,0,3,0,3,5,1,1,0,1
KR_8346921063,100,WIN,848540,14.14,2,2,3,0,14,5,0,3,1
KR_8346921063,200,LOSE,848540,14.14,1,2,0,4,13,3,3,0,0
KR_8346901141,100,WIN,730652,12.18,1,1,0,3,11,2,0,3,0
KR_8346901141,200,LOSE,730652,12.18,2,1,0,3,3,2,1,0,1
KR_8346883003,100,WIN,760741,12.68,3,1,3,0,12,11,2,3,2
KR_8346883003,200,LOSE,760741,12.68,1,2,0,4,12,1,6,0,0
KR_8346849361,100,LOSE,1040647,17.34,2,2,0,0,22,2,3,3,1
KR_8346849361,200,WIN,1040647,17.34,1,2,0,1,60,10,1,0,0
KR_8343417517,100,LOSE,853319,14.22,2,4,0,7,15,1,3,3,0
KR_8343417517,200,WIN,853319,14.22,10,0,3,2,44,3,2,0,1
KR_8343338006,100,WIN,823920,13.73,9,1,2,1,16,1,2,0,0
KR_8343338006,200,LOSE,823920,13.73,1,7,0,4,11,5,0,3,2
KR_8343292183,100,WIN,855759,14.26,3,0,1,1,18,3,1,3,0
KR_8343292183,200,LOSE,855759,14.26,0,4,0,2,10,3,1,0,1
KR_8343248100,100,LOSE,879035,14.65,5,7,0,5,19,1,5,3,0
KR_8343248100,200,WIN,879035,14.65,4,2,2,3,19,8,3,0,0
KR_8342978113,100,WIN,945054,15.75,3,3,0,2,17,3,2,3,0
KR_8342978113,200,LOSE,945054,15.75,3,2,1,3,20,1,2,0,2
KR_8340020342,100,WIN,986693,16.44,4,4,2,2,19,8,4,0,2
KR_8340020342,200,LOSE,986693,16.44,3,2,3,4,23,5,4,3,0
KR_8339942366,100,WIN,703814,11.73,4,0,2,0,41,0,4,0,0
KR_8339942366,200,LOSE,703814,11.73,0,3,1,2,12,1,1,3,1
KR_8353422313,100,WIN,867153,14.45,6,2,0,1,14,3,1,3,0
KR_8353422313,200,LOSE,867153,14.45,2,3,0,4,14,6,0,0,2
KR_8353389122,100,LOSE,914583,15.24,1,4,1,2,17,6,1,3,0
KR_8353389122,200,WIN,914583,15.24,3,1,0,3,14,2,1,0,1
KR_8352904772,100,LOSE,766486,12.77,0,5,3,5,10,2,3,3,0
KR_8352904772,200,WIN,766486,12.77,5,0,3,3,8,5,2,0,1
KR_8352883353,100,WIN,836377,13.94,8,1,2,1,18,2,3,3,2
KR_8352883353,200,LOSE,836377,13.94,0,6,0,6,18,5,3,0,0
KR_8348641374,100,LOSE,981957,16.37,4,2,1,2,24,10,2,3,0
KR_8348641374,200,WIN,981957,16.37,3,4,0,5,17,1,4,0,2
KR_8354498567,100,LOSE,1060614,17.68,3,2,1,4,55,3,3,3,1
KR_8354498567,200,WIN,1060614,17.68,4,2,2,2,19,3,5,0,2
KR_8354472389,100,WIN,793563,13.23,7,1,2,2,6,9,1,3,0
KR_8354472389,200,LOSE,793563,13.23,2,6,1,5,12,1,7,0,0
KR_8345346726,100,LOSE,824531,13.74,0,5,1,3,11,1,1,0,0
KR_8345346726,200,WIN,824531,13.74,3,1,4,1,10,3,0,3,2
KR_8345342271,100,WIN,610989,10.18,6,1,1,1,6,0,2,3,1
KR_8345342271,200,LOSE,610989,10.18,2,2,1,5,4,3,1,0,0
KR_8345332136,100,LOSE,956594,15.94,3,2,1,1,16,6,1,3,0
KR_8345332136,200,WIN,956594,15.94,0,4,0,4,13,3,1,0,2
KR_8345303819,100,LOSE,849550,14.16,1,2,1,3,16,3,0,3,0
KR_8345303819,200,WIN,849550,14.16,1,1,5,1,17,4,2,0,2
KR_8342750243,100,LOSE,816195,13.6,2,4,0,4,10,4,1,3,0
KR_8342750243,200,WIN,816195,13.6,4,3,2,1,16,4,3,0,2
KR_8342204200,100,WIN,911272,15.19,5,4,2,2,17,9,1,3,1
KR_8342204200,200,LOSE,911272,15.19,2,6,3,5,17,5,3,0,0
KR_8341588925,100,WIN,621579,10.36,5,0,1,2,9,3,1,2,0
KR_8341588925,200,LOSE,621579,10.36,0,3,1,6,8,1,1,1,0
KR_8341523828,100,LOSE,916895,15.28,2,2,1,5,20,9,1,3,1
KR_8341523828,200,WIN,916895,15.28,2,4,1,4,15,4,1,0,1
KR_8339429685,100,WIN,865949,14.43,5,5,1,0,14,5,0,2,0
KR_8339429685,200,LOSE,865949,14.43,0,6,1,4,14,6,1,1,2
KR_8339022676,100,LOSE,770785,12.85,5,2,0,0,14,1,3,2,0
KR_8339022676,200,WIN,770785,12.85,4,1,1,5,8,2,0,1,1
KR_8338960196,100,WIN,881740,14.7,1,1,0,0,53,5,2,3,1
KR_8338960196,200,LOSE,881740,14.7,1,1,1,2,18,1,3,0,1
