matchId,teamId,win,laneEventTimestampMs,laneOutcome,adc_kills,adc_deaths,support_kills,support_deaths,jungle_kills,jungle_deaths,support_wardsPlaced,team_hordeKills,team_dragonKills,adc_masteryPoints,support_masteryPoints
KR_8352734159,100,True,946407,LOSE,2,2,0,4,4,1,43,3,1,44138,59413
KR_8352734159,200,False,946407,WIN,2,2,0,3,6,3,17,0,1,199728,178785
KR_8352659947,100,True,770677,WIN,3,0,0,1,5,0,39,3,2,504161,171436
KR_8352659947,200,False,770677,LOSE,1,4,0,2,1,2,13,0,0,353726,62747
KR_8352026311,100,False,786778,LOSE,0,3,2,3,1,0,10,3,0,325816,23508
KR_8352026311,200,True,786778,WIN,3,3,1,2,3,0,12,0,2,272196,10025
KR_8351482454,100,True,907264,WIN,4,1,3,4,1,5,14,1,1,102406,51312
KR_8351482454,200,False,907264,LOSE,4,4,1,2,8,3,19,2,0,55907,22736
KR_8351454534,100,False,1021928,WIN,1,5,0,2,3,4,13,3,0,67922,25923
KR_8351454534,200,True,1021928,LOSE,5,1,0,4,2,3,13,0,1,491801,43370
KR_8351345239,100,False,830234,LOSE,2,2,1,4,3,2,7,0,0,352280,3928903
KR_8351345239,200,True,830234,WIN,4,3,1,1,6,2,9,3,1,184504,541335
KR_8351192917,100,True,861013,WIN,4,1,2,1,8,1,10,3,0,915061,115370
KR_8351192917,200,False,861013,LOSE,2,4,1,4,1,3,8,0,2,402478,22485
KR_8350961148,100,False,978154,LOSE,4,0,0,4,5,2,19,0,0,111277,61447
KR_8350961148,200,True,978154,WIN,1,6,0,1,2,2,42,3,1,22974,24858
KR_8350817306,100,False,978625,LOSE,1,4,2,6,7,4,17,2,0,804922,1799012
KR_8350817306,200,True,978625,WIN,5,4,0,4,8,2,18,1,1,210384,130975
KR_8350739226,100,False,655781,LOSE,6,0,1,4,2,2,5,2,0,22974,33565
KR_8350739226,200,True,655781,WIN,4,4,1,3,2,3,38,1,0,32028,43629
KR_8350673759,100,False,968214,LOSE,2,2,2,1,3,1,4,0,0,8275,71843
KR_8350673759,200,True,968214,WIN,2,5,1,1,3,4,53,3,2,26539,22280
KR_8352468745,100,True,933179,WIN,1,0,0,2,1,2,15,3,1,273116,330040
KR_8352468745,200,False,933179,LOSE,2,1,1,0,1,0,53,0,1,555358,585069
KR_8352405387,100,True,885154,WIN,0,2,0,3,2,1,53,3,2,61335,585069
KR_8352405387,200,False,885154,LOSE,4,2,1,1,3,1,14,0,0,125495,54929
KR_8352334973,100,True,849853,WIN,0,2,1,3,8,1,48,3,0,30806,42725
KR_8352334973,200,False,849853,LOSE,0,2,2,1,4,6,13,0,1,343651,109317
KR_8352277456,100,False,821770,LOSE,0,1,1,0,2,1,10,2,0,19046,20001
KR_8352277456,200,True,821770,WIN,1,0,0,0,3,1,10,1,1,584216,19813
KR_8354855651,100,True,1010112,WIN,18,4,1,3,7,3,19,3,2,28006,72883
KR_8354855651,200,False,1010112,LOSE,2,6,0,9,7,3,11,0,0,190101,50633
KR_8354818136,100,True,763436,WIN,5,1,3,3,1,0,8,3,1,373930,55246
KR_8354818136,200,False,763436,LOSE,0,5,1,2,1,3,8,0,0,96841,42520
KR_8354758075,100,False,746688,WIN,3,2,2,1,1,2,7,0,1,174112,39704
KR_8354758075,200,True,746688,LOSE,0,3,0,3,3,2,9,3,0,7838,25935
KR_8354085917,100,True,1002173,WIN,2,2,1,1,0,1,18,0,2,1557498,349894
KR_8354085917,200,False,1002173,LOSE,1,3,1,1,2,3,16,3,0,27951,106595
KR_8353282296,100,False,758549,LOSE,1,7,0,6,5,0,8,3,1,699,6023
KR_8353282296,200,True,758549,WIN,7,0,3,1,3,2,5,0,1,280055,213129
KR_8352898376,100,True,979302,WIN,9,4,1,4,5,4,13,0,2,39739,778738
KR_8352898376,200,False,979302,LOSE,5,6,1,5,2,1,9,3,0,766054,8400
KR_8352199057,100,False,800134,WIN,4,2,1,5,3,3,11,3,0,67769,91634
KR_8352199057,200,True,800134,LOSE,4,5,0,0,8,2,9,0,1,1058337,1216542
KR_8352130949,100,True,804681,LOSE,1,4,2,4,2,2,13,2,0,28803,20777
KR_8352130949,200,False,804681,WIN,2,1,3,0,5,2,43,1,2,47982,27413
KR_8352102046,100,False,603542,LOSE,2,3,0,2,0,2,5,0,0,303451,645187
KR_8352102046,200,True,603542,WIN,3,1,2,1,2,0,7,3,1,30483,61380
KR_8349112639,100,False,785418,LOSE,0,5,0,2,5,4,12,3,0,9549,3092
KR_8349112639,200,True,785418,WIN,7,0,0,2,4,4,12,0,0,12142,15237
KR_8346624566,100,False,804979,WIN,3,3,0,3,4,5,10,0,1,243846,694055
KR_8346624566,200,True,804979,LOSE,2,4,2,4,8,1,9,3,0,313864,32338
KR_8346524154,100,False,1205820,LOSE,5,4,1,4,1,3,21,0,0,91862,1392
KR_8346524154,200,True,1205820,WIN,1,5,2,1,10,0,15,3,3,743095,87383
KR_8346086234,100,True,829713,LOSE,0,3,1,5,3,2,15,3,1,130503,395590
KR_8346086234,200,False,829713,WIN,5,0,0,2,2,1,11,0,1,44138,299255
KR_8343977605,100,False,940524,WIN,1,1,1,2,4,2,12,2,1,137290,18295
KR_8343977605,200,True,940524,LOSE,2,3,0,2,3,3,16,1,0,267373,22736
KR_8343848374,100,True,739591,WIN,3,0,3,2,6,0,10,3,0,31849,114918
KR_8343848374,200,False,739591,LOSE,2,4,2,3,1,3,10,0,0,62568,6808
KR_8343832734,100,True,1009066,WIN,6,2,1,5,2,1,21,3,1,32579,112064
KR_8343832734,200,False,1009066,LOSE,5,2,0,3,4,3,15,0,0,274372,29002
KR_8343823404,100,False,786677,LOSE,1,0,1,2,1,2,13,3,0,40965,39937
KR_8343823404,200,True,786677,WIN,2,1,1,0,4,1,14,0,1,109350,112064
KR_8342621668,100,False,763157,LOSE,0,5,1,1,0,2,6,0,0,42837,29002
KR_8342621668,200,True,763157,WIN,2,1,2,0,5,1,12,3,1,732682,114540
KR_8342561706,100,False,703031,LOSE,2,4,0,7,2,3,5,0,0,11249,120431
KR_8342561706,200,True,703031,WIN,6,1,3,1,5,0,8,3,1,30483,61380
KR_8354794090,100,False,930857,LOSE,3,4,1,4,1,3,17,0,0,66039,213268
KR_8354794090,200,True,930857,WIN,5,3,2,4,2,1,15,3,1,190101,256570
KR_8354520111,100,False,834273,LOSE,2,1,0,3,1,2,48,0,1,450789,22280
KR_8354520111,200,True,834273,WIN,2,1,1,2,5,0,12,3,1,218448,21894
KR_8354475382,100,False,651145,LOSE,1,3,0,4,4,2,6,3,0,18706,468947
KR_8354475382,200,True,651145,WIN,7,2,0,0,1,4,3,0,1,261917,898241
KR_8352684560,100,False,772927,LOSE,0,4,0,4,2,2,8,0,0,267373,20777
KR_8352684560,200,True,772927,WIN,4,1,0,0,4,2,13,3,2,177930,38412
KR_8352638740,100,False,853363,LOSE,0,4,1,10,0,0,47,0,0,475657,10711
KR_8352638740,200,True,853363,WIN,5,0,2,1,6,0,52,3,2,74387,59413
KR_8352591329,100,False,908781,LOSE,5,5,3,1,1,4,14,0,1,657853,72002
KR_8352591329,200,True,908781,WIN,3,7,2,3,5,2,16,3,1,1630,102831
KR_8352519611,100,False,908521,LOSE,0,3,0,3,6,3,18,2,0,159848,72002
KR_8352519611,200,True,908521,WIN,1,1,1,3,7,2,15,1,2,49851,119290
KR_8352072795,100,False,976579,LOSE,1,3,0,3,8,2,61,0,2,610022,422635
KR_8352072795,200,True,976579,WIN,7,3,1,3,5,2,25,3,0,8766,111260
KR_8352046008,100,False,676247,LOSE,5,5,0,5,1,5,10,0,0,74387,55748
KR_8352046008,200,True,676247,WIN,4,2,4,4,5,1,8,3,0,610022,83211
KR_8351950464,100,False,952832,LOSE,6,1,1,2,2,1,18,3,2,363752,9790
KR_8351950464,200,True,952832,WIN,1,1,2,2,2,4,31,0,0,984058,8006
KR_8351832314,100,True,970382,WIN,0,2,1,3,5,2,34,2,1,41297,30887
KR_8351832314,200,False,970382,LOSE,3,1,1,4,5,1,18,1,1,74387,412144
KR_8351780775,100,False,766298,LOSE,0,5,1,3,2,6,43,0,1,153080,96178
KR_8351780775,200,True,766298,WIN,5,1,1,3,6,1,11,3,0,313864,262846
KR_8351738801,100,False,613545,LOSE,2,4,1,4,1,4,3,0,0,106453,88795
KR_8351738801,200,True,613545,WIN,6,1,1,1,2,2,4,0,0,90131,1424
KR_8351709754,100,True,802335,WIN,3,3,3,0,7,1,12,0,1,40231,46159
KR_8351709754,200,False,802335,LOSE,3,4,1,4,1,3,6,3,0,426357,8797
KR_8348599015,100,True,712268,WIN,6,2,0,1,2,0,8,1,1,143609,24429
KR_8348599015,200,False,712268,LOSE,2,5,2,2,2,2,11,2,0,160426,3149
KR_8347448205,100,True,972681,LOSE,3,5,1,1,4,0,12,0,1,131341,66566
KR_8347448205,200,False,972681,WIN,5,3,0,4,4,2,16,3,1,44954,22467
KR_8347409827,100,False,794947,LOSE,3,3,0,4,2,2,10,2,0,23965,19480
KR_8347409827,200,True,794947,WIN,2,3,3,1,1,2,42,1,2,590136,12989
KR_8347384126,100,True,827099,WIN,3,0,0,0,1,0,48,3,1,169797,24031
KR_8347384126,200,False,827099,LOSE,0,3,0,1,1,0,12,0,0,7907,730578
KR_8347327157,100,True,896068,LOSE,6,3,1,5,2,1,14,0,1,185222,10553
KR_8347327157,200,False,896068,WIN,2,5,3,4,2,2,14,3,1,27205,14790
KR_8346361985,100,True,790873,WIN,10,1,2,2,3,0,10,3,2,198171,58843
KR_8346361985,200,False,790873,LOSE,0,8,0,6,3,4,10,0,0,17978,397832
KR_8345317328,100,True,988025,WIN,5,4,0,9,8,4,11,2,0,177930,17533
KR_8345317328,200,False,988025,LOSE,4,5,4,5,2,4,13,1,0,114856,35568
KR_8345298408,100,True,1134869,WIN,3,1,2,5,10,1,20,0,0,169797,1395
KR_8345298408,200,False,1134869,LOSE,1,3,2,3,1,5,16,3,2,218593,6563
KR_8344917382,100,False,1129068,LOSE,7,5,2,5,4,6,13,0,0,190101,186821
KR_8344917382,200,True,1129068,WIN,7,9,2,3,8,2,23,3,3,143923,5444429
KR_8344623440,100,True,924538,WIN,3,2,0,2,4,2,16,3,1,672048,52358
KR_8344623440,200,False,924538,LOSE,4,1,1,1,3,2,13,0,1,1616266,42154
KR_8344522500,100,True,1133942,WIN,2,3,4,2,12,1,66,0,1,239322,585069
KR_8344522500,200,False,1133942,LOSE,4,2,3,3,0,5,68,3,1,719404,72216
KR_8344479552,100,True,861035,LOSE,3,2,1,3,4,0,17,0,0,34843,14210
KR_8344479552,200,False,861035,WIN,3,3,2,3,1,2,10,3,1,419134,225881
KR_8342126404,100,False,871584,LOSE,4,3,2,1,2,3,14,2,2,154062,23055
KR_8342126404,200,True,871584,WIN,1,4,1,3,2,0,46,1,0,11478,257529
KR_8354149943,100,True,826594,LOSE,2,4,4,2,3,2,11,3,1,2812,299255
KR_8354149943,200,False,826594,WIN,1,2,3,3,2,2,13,0,0,264845,49640
KR_8354139930,100,False,741995,LOSE,4,7,2,4,1,2,5,0,0,128407,160897
KR_8354139930,200,True,741995,WIN,6,4,2,2,6,1,41,3,1,30776,417008
KR_8354127500,100,False,852785,WIN,7,5,4,3,1,3,10,3,1,43752,19370
KR_8354127500,200,True,852785,LOSE,2,7,3,3,8,2,17,0,1,19268,110705
KR_8354063241,100,False,960507,LOSE,3,4,2,5,3,4,13,2,0,709591,6003201
KR_8354063241,200,True,960507,WIN,5,4,4,7,2,2,10,1,1,55487,107987
KR_8353988433,100,False,732087,WIN,5,2,2,3,7,1,9,0,0,590655,53864
KR_8353988433,200,True,732087,LOSE,3,6,1,5,1,1,5,3,1,69718,55230
KR_8353835511,100,False,962282,WIN,4,4,1,6,6,3,16,0,0,48368,730169
KR_8353835511,200,True,962282,LOSE,8,4,0,4,5,0,61,3,2,584216,321229
KR_8353760485,100,True,713349,LOSE,0,3,4,5,1,1,10,3,1,65482,145590
KR_8353760485,200,False,713349,WIN,2,3,4,1,2,1,38,0,0,14738,1584554
KR_8353656980,100,True,961921,LOSE,3,7,3,3,5,1,17,3,0,158740,5663
KR_8353656980,200,False,961921,WIN,4,6,7,4,2,1,30,0,2,2812,582738
KR_8353506950,100,False,829081,LOSE,0,0,0,2,0,2,14,0,0,74713,2085319
KR_8353506950,200,True,829081,WIN,0,0,0,0,2,0,11,3,2,53321,369642
KR_8353024835,100,True,1093160,WIN,5,3,3,2,6,2,64,2,2,66944,25767
KR_8353024835,200,False,1093160,LOSE,2,4,1,6,3,8,61,1,0,182935,14296
KR_8355244350,100,False,1046054,LOSE,1,3,1,3,3,3,21,0,0,39886,7579
KR_8355244350,200,True,1046054,WIN,4,3,1,1,6,2,17,3,2,535923,5752
KR_8355231298,100,True,1040644,WIN,3,2,3,2,7,2,25,3,2,57014,103888
KR_8355231298,200,False,1040644,LOSE,1,4,1,5,4,7,22,0,0,915061,6900
KR_8355201794,100,False,987525,LOSE,9,4,2,6,3,7,18,2,0,35732,7104
KR_8355201794,200,True,987525,WIN,3,7,6,3,9,3,18,1,1,4641,174253
KR_8355160882,100,False,1004642,LOSE,3,1,1,1,7,2,66,3,1,201051,422635
KR_8355160882,200,True,1004642,WIN,3,2,1,3,1,1,27,0,1,325816,119968
KR_8354657830,100,True,767920,WIN,4,3,0,0,4,1,14,0,1,199872,81748
KR_8354657830,200,False,767920,LOSE,2,4,1,2,3,0,15,3,1,266836,228644
KR_8355199242,100,False,979359,LOSE,3,3,0,3,2,2,16,0,2,29945,1915403
KR_8355199242,200,True,979359,WIN,2,4,1,3,5,0,15,3,0,169611,42018
KR_8354661120,100,True,825373,WIN,5,2,2,2,6,1,10,3,2,3126,126788
KR_8354661120,200,False,825373,LOSE,1,4,1,3,3,1,13,0,0,31919,2422
KR_8352955917,100,True,1010618,WIN,6,3,0,4,9,2,18,0,0,7997288,5321
KR_8352955917,200,False,1010618,LOSE,2,3,2,6,6,6,21,3,2,713667,4940
KR_8349766703,100,False,852317,WIN,3,3,0,4,5,5,15,0,0,378059,357933
KR_8349766703,200,True,852317,LOSE,3,2,3,2,7,0,17,3,1,134378,30615
KR_8348599948,100,False,824384,WIN,4,5,1,4,2,6,11,2,0,197198,725469
KR_8348599948,200,True,824384,LOSE,6,4,4,4,7,2,9,1,0,1226,42232
KR_8348579628,100,True,671585,WIN,2,1,0,0,3,2,10,0,1,31919,299255
KR_8348579628,200,False,671585,LOSE,2,3,3,3,1,3,4,0,0,383007,89403
KR_8346239039,100,True,800414,WIN,3,2,2,2,0,1,10,0,1,188365,259392
KR_8346239039,200,False,800414,LOSE,1,3,4,3,3,0,46,3,0,35847,59001
KR_8346198216,100,True,846578,WIN,6,3,3,4,4,1,15,3,1,158176,95393
KR_8346198216,200,False,846578,LOSE,3,7,0,7,7,3,43,0,0,883980,11422
KR_8345071252,100,False,877561,WIN,3,1,1,2,5,2,51,3,1,122738,307569
KR_8345071252,200,True,877561,LOSE,2,3,1,3,4,1,14,0,1,101947,460427
KR_8343435342,100,True,789520,LOSE,0,1,0,0,4,2,44,0,0,40401,374806
KR_8343435342,200,False,789520,WIN,0,0,1,1,3,2,16,3,1,262030,61473
KR_8341791070,100,False,744288,WIN,4,3,0,3,8,2,37,0,1,24324,86104
KR_8341791070,200,True,744288,LOSE,3,5,2,5,4,3,10,3,1,315133,10240
KR_8340238290,100,True,778561,WIN,8,4,1,2,3,2,6,3,1,470828,75413
KR_8340238290,200,False,778561,LOSE,2,4,1,5,5,3,11,0,0,412542,213129
KR_8337915748,100,False,918553,LOSE,5,5,0,3,2,4,33,3,0,464346,99946
KR_8337915748,200,True,918553,WIN,6,2,0,3,6,3,13,0,1,81477,89493
KR_8337877164,100,False,779338,WIN,0,1,0,1,4,0,13,0,1,331583,466246
KR_8337877164,200,True,779338,LOSE,0,1,1,1,0,2,7,3,1,31919,1650069
KR_8337803631,100,False,1078331,WIN,4,3,2,2,4,3,16,3,0,263019,1924352
KR_8337803631,200,True,1078331,LOSE,5,2,1,6,4,2,13,0,2,2011818,3707
KR_8337738922,100,False,768527,LOSE,0,2,0,2,2,3,8,1,0,217850,330005
KR_8337738922,200,True,768527,WIN,2,0,1,1,6,1,9,2,1,446115,658244
KR_8350365032,100,False,832520,LOSE,3,5,0,5,3,3,8,2,0,5995,152885
KR_8350365032,200,True,832520,WIN,4,3,4,3,3,1,43,0,2,632980,56627
KR_8348508178,100,False,992752,LOSE,3,7,1,4,2,1,36,2,0,69650,41804
KR_8348508178,200,True,992752,WIN,2,2,4,1,8,1,17,1,1,43594,6003201
KR_8348449823,100,True,965039,WIN,5,5,1,4,2,4,16,3,0,144476,299255
KR_8348449823,200,False,965039,LOSE,4,4,0,3,7,0,14,0,2,45258,46599
KR_8348385755,100,False,963648,LOSE,5,4,0,6,1,4,18,1,0,632980,1778095
KR_8348385755,200,True,963648,WIN,7,3,2,2,6,4,18,2,2,87058,118657
KR_8348002883,100,False,1017245,WIN,7,8,3,3,8,0,19,0,1,20952,17372
KR_8348002883,200,True,1017245,LOSE,4,11,3,3,4,6,17,3,0,69650,48948
KR_8342817813,100,False,856509,LOSE,1,4,1,2,2,1,12,1,0,131173,43018
KR_8342817813,200,True,856509,WIN,4,0,0,2,3,0,48,2,1,540611,187712
KR_8340516686,100,False,965439,LOSE,4,3,3,0,1,0,13,1,1,632980,3286
KR_8340516686,200,True,965439,WIN,1,3,0,4,1,1,46,2,1,58129,51140
KR_8340486109,100,False,1049713,WIN,6,2,2,4,9,0,22,1,1,265260,367039
KR_8340486109,200,True,1049713,LOSE,2,9,1,2,2,4,61,2,0,540611,307569
KR_8340442519,100,True,920215,LOSE,3,3,0,3,2,1,14,0,0,2418863,76904
KR_8340442519,200,False,920215,WIN,4,2,0,2,3,2,18,3,2,5670449,49259
KR_8339802782,100,False,683154,WIN,0,1,4,2,4,1,7,3,0,253689,12404
KR_8339802782,200,True,683154,LOSE,1,2,0,4,3,2,4,0,1,104305,31128
KR_8339150221,100,True,650847,WIN,2,0,0,0,3,3,9,2,1,12563,12868
KR_8339150221,200,False,650847,LOSE,0,3,0,2,1,2,8,1,0,258824,8777
KR_8339087438,100,True,912428,LOSE,4,5,1,4,1,3,15,3,1,211784,139867
KR_8339087438,200,False,912428,WIN,10,2,0,4,4,1,15,0,1,78372,221842
KR_8339002466,100,True,761983,WIN,5,2,0,0,4,1,10,3,0,94488,32639
KR_8339002466,200,False,761983,LOSE,0,4,1,1,2,1,13,0,1,195158,711019
KR_8345002851,100,True,822804,WIN,0,0,0,1,5,2,48,0,0,27417,374806
KR_8345002851,200,False,822804,LOSE,0,0,1,3,2,1,42,3,2,8940,66589
KR_8344889642,100,False,863264,LOSE,2,5,4,4,2,4,13,1,0,373347,13542
KR_8344889642,200,True,863264,WIN,0,5,5,1,3,1,12,2,2,339098,37941
KR_8339014716,100,True,766152,WIN,8,2,1,0,7,4,10,2,0,233616,3751316
KR_8339014716,200,False,766152,LOSE,1,8,2,5,2,6,11,0,0,24987,79139
KR_8338464392,100,True,934113,LOSE,3,2,3,1,6,0,18,3,1,43009,423848
KR_8338464392,200,False,934113,WIN,2,4,0,0,1,4,17,0,0,633963,666
KR_8338311689,100,True,787108,WIN,0,1,1,2,4,2,9,3,1,904773,13670
KR_8338311689,200,False,787108,LOSE,6,2,0,1,1,1,22,0,1,78892,87081
KR_8338052587,100,False,745476,LOSE,2,2,1,3,3,4,14,3,0,594136,215568
KR_8338052587,200,True,745476,WIN,3,2,0,2,5,3,12,0,0,48845,49408
KR_8338021569,100,False,611460,LOSE,1,2,1,4,2,0,8,0,0,88291,3701337
KR_8338021569,200,True,611460,WIN,5,2,1,1,0,0,8,3,0,1391375,114885
KR_8337901597,100,True,1064820,WIN,8,3,3,3,7,1,66,3,2,5670449,85648
KR_8337901597,200,False,1064820,LOSE,3,7,0,8,5,3,20,0,0,38964,132307
KR_8337134250,100,False,781730,LOSE,1,4,0,4,0,3,10,0,0,43842,77916
KR_8337134250,200,True,781730,WIN,2,1,5,1,5,0,13,3,1,412702,20371
KR_8354584712,100,False,748448,WIN,4,4,2,1,10,2,9,2,0,468642,7854698
KR_8354584712,200,True,748448,LOSE,1,3,3,7,2,4,9,1,0,6370603,107987
KR_8353919881,100,False,804231,WIN,4,5,0,2,3,4,49,3,0,89144,59901
KR_8353919881,200,True,804231,LOSE,2,2,5,6,3,1,12,0,1,97265,419871
KR_8353579301,100,True,909122,LOSE,0,2,0,2,8,0,14,2,1,3335,227428
KR_8353579301,200,False,909122,WIN,4,2,1,2,2,3,11,1,0,35815,23530
KR_8353491178,100,False,858651,LOSE,5,7,2,3,2,5,11,0,0,22589,4658
KR_8353491178,200,True,858651,WIN,4,2,3,5,10,1,13,3,1,106983,10595
KR_8352488276,100,True,869852,WIN,7,3,7,4,4,1,15,0,2,719404,16849
KR_8352488276,200,False,869852,LOSE,5,8,0,6,4,6,44,3,0,1042742,1706
KR_8347818155,100,True,850033,WIN,2,1,1,1,5,2,8,3,1,320346,7145
KR_8347818155,200,False,850033,LOSE,1,2,1,2,1,2,12,0,1,743095,4059
KR_8347510216,100,True,774656,WIN,4,4,0,2,1,2,13,0,1,766054,4732
KR_8347510216,200,False,774656,LOSE,3,2,0,2,6,1,16,3,0,1183814,837
KR_8354503315,100,True,871896,WIN,7,3,2,1,4,2,16,3,1,31709,189939
KR_8354503315,200,False,871896,LOSE,1,7,2,5,5,6,28,0,1,1743,20044
KR_8354465728,100,True,949530,WIN,5,4,4,1,10,3,16,3,1,52259,62620
KR_8354465728,200,False,949530,LOSE,1,3,3,7,5,2,21,0,0,37159,33562
KR_8354438544,100,True,838133,WIN,1,3,0,2,10,0,16,3,2,412702,382432
KR_8354438544,200,False,838133,LOSE,1,4,2,4,3,3,13,0,0,54692,6003201
KR_8354383809,100,True,907146,LOSE,3,4,2,3,4,0,12,2,1,82313,1781476
KR_8354383809,200,False,907146,WIN,5,2,0,3,2,2,15,1,1,37408,13551
KR_8354344919,100,False,845656,LOSE,4,2,2,4,1,3,13,3,2,280055,645187
KR_8354344919,200,True,845656,WIN,6,5,1,3,0,1,14,0,0,73701,525759
KR_8348982361,100,False,941816,LOSE,1,3,0,2,3,1,58,1,0,43757,79599
KR_8348982361,200,True,941816,WIN,4,1,0,2,1,2,20,2,2,93334,166828
KR_8348943353,100,True,742670,WIN,7,1,1,0,0,1,9,0,1,162476,45428
KR_8348943353,200,False,742670,LOSE,1,4,0,4,0,0,6,3,0,598936,317058
KR_8347873121,100,False,1178394,LOSE,4,8,3,6,2,2,19,3,0,338596,186618
KR_8347873121,200,True,1178394,WIN,8,4,1,0,7,3,23,0,2,264287,91126
KR_8347836914,100,False,775095,WIN,0,2,2,5,0,1,8,3,0,198171,101520
KR_8347836914,200,True,775095,LOSE,5,1,0,2,2,1,27,0,1,264287,7458
KR_8347814164,100,True,941984,WIN,4,4,1,1,4,2,20,1,0,88771,1679
KR_8347814164,200,False,941984,LOSE,5,4,1,4,1,3,10,2,1,7611,21157
KR_8347772492,100,True,955355,WIN,5,1,0,4,8,1,11,3,1,280055,317058
KR_8347772492,200,False,955355,LOSE,5,4,1,2,0,7,12,0,1,9873,49126
KR_8346761268,100,False,804254,LOSE,1,1,1,4,4,2,45,0,1,687989,32155
KR_8346761268,200,True,804254,WIN,1,2,4,4,2,1,10,3,0,176148,1556916
KR_8344547747,100,True,980948,LOSE,11,3,1,4,5,3,21,3,0,1616266,13577
KR_8344547747,200,False,980948,WIN,8,8,0,6,2,4,18,0,2,141285,3659
KR_8355144177,100,True,778212,WIN,5,1,2,3,5,1,11,3,0,53923,349894
KR_8355144177,200,False,778212,LOSE,1,4,1,3,3,6,8,0,0,5191,45210
KR_8355093210,100,False,698025,LOSE,1,3,2,0,3,2,8,0,0,32416,36447
KR_8355093210,200,True,698025,WIN,2,3,1,2,5,0,6,3,1,301655,16816
KR_8354975347,100,True,1005358,LOSE,2,6,0,2,5,1,22,2,0,51184,310276
KR_8354975347,200,False,1005358,WIN,6,2,0,1,5,3,27,1,2,94488,396040
KR_8354914588,100,False,788996,LOSE,2,4,2,4,1,3,12,0,0,1172,70925
KR_8354914588,200,True,788996,WIN,3,1,3,3,7,0,14,3,1,29945,66842
KR_8354806483,100,False,631216,LOSE,2,3,0,3,1,0,3,0,0,174112,130723
KR_8354806483,200,True,631216,WIN,3,1,1,1,4,0,31,3,1,33198,21899
KR_8354185994,100,True,1063082,WIN,3,4,0,4,6,4,26,1,1,49316,73379
KR_8354185994,200,False,1063082,LOSE,4,3,3,2,5,3,65,2,0,4810616,366647
KR_8354192304,100,False,854768,LOSE,4,5,2,5,2,3,9,0,0,162039,10838
KR_8354192304,200,True,854768,WIN,5,5,1,3,7,2,9,3,1,24146,141638
KR_8354173937,100,True,798690,WIN,1,4,2,1,3,0,13,3,0,29128,885758
KR_8354173937,200,False,798690,LOSE,2,2,0,1,3,2,11,0,2,222656,100507
KR_8354173644,100,False,901193,LOSE,0,2,1,3,2,4,14,0,0,514341,13799
KR_8354173644,200,True,901193,WIN,2,0,1,0,7,2,9,3,1,586541,16447
KR_8354157529,100,True,781071,WIN,4,3,2,0,5,1,12,3,1,230204,238435
KR_8354157529,200,False,781071,LOSE,2,5,0,5,4,4,8,0,1,100093,56511
KR_8354148730,100,False,886283,LOSE,3,4,1,4,1,2,4,0,0,41378,35863
KR_8354148730,200,True,886283,WIN,1,2,1,3,7,1,11,3,2,56874,33626
KR_8354128979,100,True,682583,WIN,3,2,1,3,2,1,7,2,0,50733,462921
KR_8354128979,200,False,682583,LOSE,2,3,2,3,3,1,6,1,0,564006,23357
KR_8353997923,100,True,704596,WIN,4,2,1,2,1,2,10,3,1,162684,65125
KR_8353997923,200,False,704596,LOSE,1,3,0,5,5,3,5,0,0,73812,6003201
KR_8353976587,100,False,779703,LOSE,0,3,1,3,3,2,4,0,0,19458,40604
KR_8353976587,200,True,779703,WIN,2,2,2,0,5,1,7,3,2,93915,6427
KR_8355242684,100,True,797972,WIN,2,2,1,3,4,1,12,3,1,5283,299255
KR_8355242684,200,False,797972,LOSE,2,4,2,2,3,2,47,0,1,625454,47821
KR_8354839689,100,False,640574,LOSE,0,4,1,0,3,0,3,2,0,23476,13871
KR_8354839689,200,True,640574,WIN,2,1,1,0,1,1,4,1,1,79338,27001
KR_8354326205,100,False,709273,LOSE,0,5,1,2,1,6,7,2,0,200265,26223
KR_8354326205,200,True,709273,WIN,3,0,1,0,8,0,13,1,0,344584,50783
KR_8354298186,100,True,849669,LOSE,6,5,2,3,6,1,12,3,0,200265,69045
KR_8354298186,200,False,849669,WIN,5,5,1,5,4,6,8,0,1,7992,145590
KR_8354269782,100,False,802373,LOSE,1,4,1,0,0,1,10,2,1,64914,69045
KR_8354269782,200,True,802373,WIN,4,1,0,1,2,0,13,1,0,344584,181442
KR_8354262405,100,False,881201,WIN,4,5,1,4,3,3,13,3,1,63987,271165
KR_8354262405,200,True,881201,LOSE,5,1,3,5,8,4,7,0,0,344584,90494
KR_8354243196,100,True,914110,WIN,4,4,1,4,8,3,10,3,0,36718,13871
KR_8354243196,200,False,914110,LOSE,7,2,1,7,0,4,17,0,0,43949,386
KR_8353981239,100,False,854510,WIN,5,1,1,3,2,1,14,3,0,383007,69045
KR_8353981239,200,True,854510,LOSE,4,4,2,4,1,2,13,0,1,7812,194413
KR_8353924380,100,False,932786,WIN,3,1,3,5,3,2,15,2,0,196630,90494
KR_8353924380,200,True,932786,LOSE,3,3,1,6,6,3,14,1,1,109064,470726
KR_8353754719,100,True,947122,LOSE,1,3,1,1,3,2,14,0,0,94113,42933
KR_8353754719,200,False,947122,WIN,2,2,1,1,5,1,19,3,2,11929,29025
KR_8353027238,100,False,657317,LOSE,1,2,0,1,1,0,35,0,1,27873,3468394
