matchId,teamId,win,laneEventTimestampMs,laneOutcome,adc_kills,adc_deaths,support_kills,support_deaths,jungle_kills,jungle_deaths,support_wardsPlaced,team_hordeKills,team_dragonKills,adc_masteryPoints,support_masteryPoints
KR_8345510292,100,True,901165,WIN,6,2,6,2,5,0,15,3,2,308690,64979
KR_8345510292,200,False,901165,LOSE,2,6,0,4,4,2,13,0,0,227685,4519
KR_8345477951,100,True,932043,LOSE,2,2,0,2,5,3,16,3,1,601689,320217
KR_8345477951,200,False,932043,WIN,4,2,4,4,1,1,63,0,1,681646,33341
KR_8339320863,100,False,1008813,LOSE,3,3,0,3,3,4,22,3,0,339098,437060
KR_8339320863,200,True,1008813,WIN,2,4,1,3,5,0,14,0,2,56029,167072
KR_8338449893,100,False,914835,WIN,6,3,3,3,5,0,14,3,1,3442,151152
KR_8338449893,200,True,914835,LOSE,5,5,0,6,6,2,11,0,1,96263,210229
KR_8338371881,100,False,869697,LOSE,4,5,4,4,2,2,10,3,0,78481,77713
KR_8338371881,200,True,869697,WIN,7,4,0,4,6,1,12,0,1,470935,7494
KR_8336934470,100,False,1222730,LOSE,1,1,0,4,3,5,26,0,0,63203,92367
KR_8336934470,200,True,1222730,WIN,4,2,2,2,7,1,24,3,3,936073,87356
KR_8355056177,100,True,922066,WIN,1,3,0,1,5,1,13,3,2,342433,2081161
KR_8355056177,200,False,922066,LOSE,1,2,0,4,5,2,14,0,0,461757,1168036
KR_8346325741,100,False,959897,WIN,4,6,1,6,7,1,63,3,0,195972,59001
KR_8346325741,200,True,959897,LOSE,3,4,3,6,6,0,19,0,2,14823,79267
KR_8346300741,100,False,778988,LOSE,3,5,0,6,4,3,7,0,0,78892,67061
KR_8346300741,200,True,778988,WIN,6,2,1,2,6,0,10,3,1,2514,1551333
KR_8346266397,100,True,764831,WIN,3,3,0,3,8,3,12,3,0,82595,71197
KR_8346266397,200,False,764831,LOSE,2,4,2,4,4,2,7,0,1,16132,39896
KR_8341974167,100,True,860806,LOSE,0,2,0,2,2,0,13,3,2,64914,89886
KR_8341974167,200,False,860806,WIN,2,0,0,1,3,1,14,0,0,134532,397832
KR_8340988071,100,True,836188,LOSE,2,3,1,3,5,0,10,3,1,584222,247018
KR_8340988071,200,False,836188,WIN,2,3,2,3,3,4,42,0,1,20092,17911
KR_8340940431,100,True,641493,WIN,0,0,0,3,1,0,7,1,1,138475,141537
KR_8340940431,200,False,641493,LOSE,2,0,0,0,0,1,36,2,0,327932,460913
KR_8339169899,100,False,606900,LOSE,0,1,0,2,3,0,10,0,0,11888,391546
KR_8339169899,200,True,606900,WIN,3,1,0,0,1,2,5,3,1,930514,169043
KR_8339123302,100,False,793330,WIN,2,1,1,1,6,4,16,0,1,93722,147409
KR_8339123302,200,True,793330,LOSE,1,2,1,4,5,0,11,3,0,173426,54999
KR_8338948497,100,True,842156,WIN,0,2,0,0,4,0,45,2,0,53904,94614
KR_8338948497,200,False,842156,LOSE,1,2,2,2,1,3,11,1,1,4519,80184
KR_8354514980,100,False,716385,LOSE,1,6,2,6,7,2,11,0,0,7887,5772
KR_8354514980,200,True,716385,WIN,5,2,2,3,9,1,10,3,1,779634,20927
KR_8348302507,100,True,1002880,WIN,5,3,2,2,3,0,15,1,2,132290,29094
KR_8348302507,200,False,1002880,LOSE,7,4,1,5,2,3,17,2,0,2454255,1199011
KR_8346178609,100,False,1004637,WIN,5,2,1,4,7,3,20,0,0,20238,81839
KR_8346178609,200,True,1004637,LOSE,3,2,2,5,3,3,61,3,2,2454255,366647
KR_8346115646,100,False,971600,WIN,0,3,4,4,3,4,8,1,0,109567,2963
KR_8346115646,200,True,971600,LOSE,4,3,1,2,6,2,13,2,1,2454255,103420
KR_8346074310,100,False,801952,LOSE,1,1,0,2,2,2,13,0,0,62092,342537
KR_8346074310,200,True,801952,WIN,1,2,0,1,5,0,10,3,1,690403,3878303
KR_8346010912,100,False,709021,LOSE,1,3,1,6,5,2,6,2,0,2454255,2046
KR_8346010912,200,True,709021,WIN,4,0,4,1,4,1,6,1,0,348043,6699
KR_8341791973,100,False,941627,WIN,3,5,0,7,10,4,17,3,0,2454255,149036
KR_8341791973,200,True,941627,LOSE,4,2,0,7,3,4,14,0,2,335411,146372
KR_8339746060,100,False,700639,LOSE,2,8,1,6,3,3,7,0,0,834178,208460
KR_8339746060,200,True,700639,WIN,5,2,6,0,8,3,9,3,1,37587,16105
KR_8339713204,100,True,895156,WIN,4,0,1,1,1,0,11,3,2,2454255,44052
KR_8339713204,200,False,895156,LOSE,1,3,0,1,0,3,8,0,0,55898,17692
KR_8338497933,100,False,860772,LOSE,1,5,0,6,3,4,8,0,0,447052,275367
KR_8338497933,200,True,860772,WIN,6,1,3,1,1,4,11,3,2,2454255,38385
KR_8349247053,100,True,846588,LOSE,0,3,1,4,4,1,13,3,0,127254,658244
KR_8349247053,200,False,846588,WIN,2,3,3,2,3,1,12,0,1,32782,5444429
KR_8349192446,100,False,730494,LOSE,1,2,0,2,0,5,11,0,0,97033,119998
KR_8349192446,200,True,730494,WIN,3,1,1,0,3,0,12,3,2,43696,54754
KR_8347285709,100,False,1005272,WIN,1,5,1,5,13,3,21,0,0,27338,658244
KR_8347285709,200,True,1005272,LOSE,4,5,2,6,5,4,20,3,2,51280,317089
KR_8347243113,100,False,802880,LOSE,5,3,3,6,1,4,19,3,0,69769,658244
KR_8347243113,200,True,802880,WIN,9,3,0,3,3,3,9,0,1,187931,43338
KR_8347057440,100,True,799392,WIN,4,1,0,1,4,1,11,3,1,32817,658244
KR_8347057440,200,False,799392,LOSE,2,3,0,2,0,2,11,0,1,218189,30553
KR_8346996847,100,False,908419,LOSE,5,4,1,2,1,3,5,0,1,24103,18919
KR_8346996847,200,True,908419,WIN,3,5,3,2,3,2,15,3,1,76429,658244
KR_8346485954,100,False,976612,LOSE,3,6,1,3,3,2,55,3,0,243889,81694
KR_8346485954,200,True,976612,WIN,4,3,1,2,3,2,16,0,2,172822,14980
KR_8346481849,100,False,779858,LOSE,2,4,1,6,2,5,14,0,0,4468,658244
KR_8346481849,200,True,779858,WIN,6,0,3,2,9,2,10,3,1,1184468,225881
KR_8346487461,100,True,753239,WIN,6,1,2,3,3,2,9,3,1,580580,81488
KR_8346487461,200,False,753239,LOSE,1,5,1,4,3,2,11,0,0,157723,658244
KR_8346473702,100,False,731703,LOSE,5,1,1,5,1,4,15,0,0,32126,658244
KR_8346473702,200,True,731703,WIN,2,3,1,2,8,0,8,3,1,84677,80376
KR_8345296614,100,True,757500,WIN,7,0,0,3,11,0,15,3,1,23965,658244
KR_8345296614,200,False,757500,LOSE,1,6,2,3,2,4,10,0,0,70799,210036
KR_8345288138,100,True,840419,WIN,2,0,0,3,3,4,16,0,1,339098,58220
KR_8345288138,200,False,840419,LOSE,2,0,0,2,4,0,22,3,0,34717,658244
KR_8339240446,100,True,1037176,WIN,1,1,0,0,6,0,20,2,1,117136,658244
KR_8339240446,200,False,1037176,LOSE,0,2,1,2,1,3,16,1,1,30701,63216
KR_8339218728,100,True,802765,WIN,5,1,0,2,5,1,14,3,1,217850,658244
KR_8339218728,200,False,802765,LOSE,2,5,2,6,1,3,8,0,1,69718,40643
KR_8339209152,100,True,933660,WIN,3,1,7,2,4,2,18,1,0,49973,16021
KR_8339209152,200,False,933660,LOSE,0,4,3,5,2,3,20,2,2,1661,17214
KR_8338781676,100,False,732032,WIN,4,0,0,1,1,3,11,2,0,2943292,149036
KR_8338781676,200,True,732032,LOSE,1,2,0,3,3,2,8,1,0,223686,5953
KR_8338742114,100,False,1081614,WIN,3,3,4,3,3,2,21,3,0,250023,90379
KR_8338742114,200,True,1081614,LOSE,4,5,1,4,1,3,26,0,1,46122,343110
KR_8338676836,100,False,941615,WIN,1,2,2,3,3,3,56,3,0,22442,3793359
KR_8338676836,200,True,941615,LOSE,3,2,1,2,2,1,16,0,1,184762,658244
KR_8353276450,100,False,912094,LOSE,3,6,0,4,2,3,15,0,0,58033,17849
KR_8353276450,200,True,912094,WIN,5,1,1,2,5,2,9,3,1,353726,286463
KR_8353250500,100,True,952646,WIN,2,5,6,3,3,1,17,3,0,2357013,19722
KR_8353250500,200,False,952646,LOSE,5,4,4,4,1,3,14,0,2,915061,44019
KR_8348195104,100,False,892200,WIN,3,1,3,1,2,1,9,0,0,71581,938555
KR_8348195104,200,True,892200,LOSE,0,6,3,1,3,0,14,3,2,34869,317089
KR_8348128863,100,False,910594,WIN,7,4,1,1,2,0,18,1,0,15353,5444429
KR_8348128863,200,True,910594,LOSE,3,4,2,4,1,1,15,2,1,90565,225649
KR_8348081226,100,False,952979,WIN,6,3,3,2,0,3,14,0,0,62342,234039
KR_8348081226,200,True,952979,LOSE,3,2,1,5,3,1,24,3,2,21440,2618507
KR_8351735301,100,True,848272,WIN,4,1,1,0,6,0,14,3,0,759127,357747
KR_8351735301,200,False,848272,LOSE,2,6,0,2,3,3,10,0,1,1053405,1032979
KR_8351695197,100,False,916685,WIN,1,3,2,4,6,4,12,3,0,81276,507918
KR_8351695197,200,True,916685,LOSE,3,2,1,3,8,1,11,0,1,670322,147897
KR_8351672561,100,False,860310,LOSE,3,5,0,3,2,4,7,0,1,35098,1655025
KR_8351672561,200,True,860310,WIN,4,1,2,1,5,2,21,3,0,430881,253064
KR_8351642975,100,False,932707,WIN,3,3,0,2,1,3,19,0,1,68640,926962
KR_8351642975,200,True,932707,LOSE,3,5,3,3,4,1,25,3,0,113423,253064
KR_8350742132,100,False,918410,WIN,8,2,0,4,3,2,15,2,1,120505,36646
KR_8350742132,200,True,918410,LOSE,2,6,1,3,5,7,20,1,0,40789,1995141
KR_8350676135,100,False,780596,LOSE,2,5,1,4,1,2,20,3,0,74601,80147
KR_8350676135,200,True,780596,WIN,5,1,0,5,3,1,10,0,1,1156239,488821
KR_8350623253,100,True,975502,LOSE,6,4,3,3,2,4,22,0,2,106595,7854698
KR_8350623253,200,False,975502,WIN,2,5,3,4,10,2,21,3,0,19123,11178
KR_8350564504,100,False,778516,LOSE,1,3,1,2,2,0,14,3,1,1486,71993
KR_8350564504,200,True,778516,WIN,5,2,0,1,2,1,8,0,1,6774,32464
KR_8350101078,100,True,593131,WIN,7,0,1,1,2,3,2,0,0,15670,43248
KR_8350101078,200,False,593131,LOSE,1,4,0,5,3,2,2,3,0,84559,76093
KR_8350080135,100,True,960568,LOSE,9,2,0,6,2,4,22,0,2,19538,15237
KR_8350080135,200,False,960568,WIN,4,6,4,2,3,3,18,3,0,261398,35323
KR_8337602138,100,False,812741,WIN,5,5,3,5,5,4,10,0,2,160875,73220
KR_8337602138,200,True,812741,LOSE,5,4,0,7,7,2,13,3,0,57687,42038
KR_8338589503,100,False,1180158,LOSE,2,3,1,2,3,2,32,3,1,119073,636883
KR_8338589503,200,True,1180158,WIN,3,2,1,3,2,2,19,0,1,37812,3106425
KR_8353951151,100,False,1005504,LOSE,2,1,2,5,6,3,15,0,1,398566,30871
KR_8353951151,200,True,1005504,WIN,0,2,3,4,3,1,15,3,1,327490,344272
KR_8353890921,100,True,912890,WIN,3,1,2,2,3,1,10,3,2,156619,17530
KR_8353890921,200,False,912890,LOSE,3,4,1,0,1,2,7,0,0,166800,127547
KR_8353837749,100,False,834980,LOSE,1,5,0,4,3,0,13,3,0,84158,43300
KR_8353837749,200,True,834980,WIN,4,1,3,0,2,5,13,0,0,52033,1479020
KR_8351210602,100,True,947243,WIN,5,1,0,2,6,4,50,3,0,124436,1601580
KR_8351210602,200,False,947243,LOSE,0,2,1,4,3,4,15,0,1,110243,361352
KR_8351136131,100,True,953845,LOSE,1,2,3,0,5,4,14,3,1,107490,2944708
KR_8351136131,200,False,953845,WIN,1,1,2,4,2,2,9,0,0,203946,4452
KR_8351041803,100,False,773088,LOSE,1,3,0,3,3,4,40,0,1,266382,868865
KR_8351041803,200,True,773088,WIN,4,0,5,1,1,2,7,3,0,180595,1481969
KR_8347246840,100,True,924192,WIN,5,3,1,3,7,2,14,3,1,266082,388955
KR_8347246840,200,False,924192,LOSE,3,3,0,6,6,2,13,0,0,77812,1125183
KR_8347193865,100,True,820277,WIN,3,3,2,2,3,0,9,3,0,231233,6737
KR_8347193865,200,False,820277,LOSE,2,3,0,3,2,1,11,0,1,347364,73747
KR_8345086193,100,False,800620,LOSE,2,4,2,7,3,2,8,3,0,138542,34842
KR_8345086193,200,True,800620,WIN,6,3,1,1,5,1,5,0,1,356013,8190
KR_8343337801,100,False,593457,LOSE,1,2,1,2,2,1,7,0,0,310813,83926
KR_8343337801,200,True,593457,WIN,3,0,1,1,5,0,4,3,1,26982,46708
KR_8343279151,100,True,931289,WIN,8,1,0,0,6,0,53,2,1,63375,823417
KR_8343279151,200,False,931289,LOSE,1,3,0,6,1,4,15,1,1,107422,64991
KR_8343203720,100,True,913872,WIN,3,5,4,4,4,3,11,3,1,5377,200958
KR_8343203720,200,False,913872,LOSE,5,6,2,1,7,3,15,0,0,785188,17217
KR_8343136845,100,True,832289,WIN,6,4,4,3,4,5,11,3,0,52432,200958
KR_8343136845,200,False,832289,LOSE,6,4,0,7,3,3,6,0,1,172221,153274
KR_8343071506,100,False,879122,LOSE,1,4,1,2,3,1,13,0,0,34907,113011
KR_8343071506,200,True,879122,WIN,3,3,2,1,2,0,49,3,2,129510,162355
KR_8338097211,100,True,680820,WIN,2,0,1,0,4,2,6,1,1,113659,55612
KR_8338097211,200,False,680820,LOSE,1,5,0,2,1,2,10,2,0,28441,954010
KR_8338073857,100,False,726997,WIN,3,0,1,1,1,1,15,0,0,1902,954010
KR_8338073857,200,True,726997,LOSE,0,2,1,1,1,3,10,3,0,109127,29468
KR_8338065924,100,True,1082772,WIN,1,3,2,2,5,1,15,3,1,65961,48696
KR_8338065924,200,False,1082772,LOSE,2,1,1,2,8,4,12,0,0,347279,51230
KR_8338041400,100,True,939549,LOSE,1,2,2,3,7,0,49,3,2,196164,7938
KR_8338041400,200,False,939549,WIN,5,1,0,1,1,5,13,0,0,12101,59351
KR_8338031383,100,False,938211,LOSE,6,4,3,6,1,5,10,3,0,70814,174036
KR_8338031383,200,True,938211,WIN,8,3,0,4,10,4,12,0,1,8654,79252
KR_8339550117,100,False,889535,WIN,5,1,0,1,3,2,13,0,0,101363,17628
KR_8339550117,200,True,889535,LOSE,1,3,0,3,3,0,11,3,1,47013,206784
KR_8339511717,100,False,964783,LOSE,6,4,0,5,4,3,16,3,0,655750,8449
KR_8339511717,200,True,964783,WIN,4,4,2,5,5,3,12,0,1,620366,333638
KR_8343211805,100,False,994920,LOSE,7,5,1,0,4,6,17,3,0,1275285,88331
KR_8343211805,200,True,994920,WIN,5,3,3,5,2,5,11,0,2,172080,38699
KR_8343171465,100,True,859696,WIN,8,1,1,0,3,1,10,3,2,225333,3729792
KR_8343171465,200,False,859696,LOSE,1,7,0,3,3,2,7,0,0,207978,101686
KR_8339917133,100,True,617107,LOSE,0,4,0,1,3,3,13,0,0,221257,9278
KR_8339917133,200,False,617107,WIN,3,0,2,1,4,0,13,3,1,1209585,3578
KR_8354006991,100,False,914562,LOSE,1,5,2,3,3,1,11,3,0,60232,149140
KR_8354006991,200,True,914562,WIN,6,0,0,1,3,2,9,0,2,2290857,67911
KR_8347992716,100,True,986508,WIN,7,5,1,3,3,0,17,0,1,2290857,17244
KR_8347992716,200,False,986508,LOSE,2,6,1,7,7,2,8,3,1,356747,14992
KR_8347960757,100,True,940049,WIN,2,6,2,3,3,4,19,3,0,2290857,20493
KR_8347960757,200,False,940049,LOSE,8,3,2,3,4,2,29,0,2,62461,28619
KR_8347932386,100,False,802671,LOSE,0,4,4,3,3,1,10,2,0,2290857,443788
KR_8347932386,200,True,802671,WIN,3,1,3,1,2,1,2,1,1,44507,15490
KR_8353980856,100,True,908340,WIN,2,1,0,3,6,2,47,3,0,93452,39874
KR_8353980856,200,False,908340,LOSE,2,2,3,3,2,1,16,0,2,71335,14012
KR_8344715982,100,False,815916,LOSE,2,5,0,1,4,1,14,0,0,60162,29164
KR_8344715982,200,True,815916,WIN,4,0,2,2,2,1,12,3,2,36497,1425194
KR_8343403494,100,False,1179229,LOSE,3,5,0,4,3,2,21,0,0,48573,11677
KR_8343403494,200,True,1179229,WIN,5,4,0,5,5,2,41,3,3,88155,34693
KR_8340963065,100,False,826151,LOSE,3,3,0,5,2,1,10,0,1,70722,93211
KR_8340963065,200,True,826151,WIN,4,2,2,3,2,0,9,3,1,204348,657155
KR_8340925245,100,False,822947,LOSE,2,5,1,3,8,4,46,1,0,71466,9558
KR_8340925245,200,True,822947,WIN,4,4,1,6,4,0,10,2,2,240090,10954
KR_8340888053,100,False,995005,WIN,5,3,4,2,2,1,12,3,0,60162,3026128
KR_8340888053,200,True,995005,LOSE,3,3,3,5,2,6,11,0,2,77698,829373
KR_8340852819,100,True,652637,WIN,9,1,4,5,2,0,6,3,0,98780,12190
KR_8340852819,200,False,652637,LOSE,5,6,0,6,0,4,4,0,0,236621,6148
KR_8340480784,100,False,979031,WIN,0,3,3,3,3,3,12,0,0,31429,4746393
KR_8340480784,200,True,979031,LOSE,3,4,2,1,4,0,13,3,2,15640,115697
KR_8340427779,100,True,856777,WIN,2,4,0,3,4,1,6,0,2,25457,11889
KR_8340427779,200,False,856777,LOSE,5,3,0,2,5,2,43,3,0,351710,2924
KR_8340105356,100,True,1003867,LOSE,5,2,1,4,7,4,13,3,2,38215,117912
KR_8340105356,200,False,1003867,WIN,2,2,2,6,8,5,56,0,0,49268,510979
KR_8337454098,100,False,765260,WIN,2,3,1,4,1,0,12,0,1,68076,75536
KR_8337454098,200,True,765260,LOSE,3,0,2,3,4,3,14,3,0,183480,18208
KR_8350401442,100,True,1028986,WIN,4,3,1,1,4,3,14,2,1,323531,1152345
KR_8350401442,200,False,1028986,LOSE,1,3,0,3,7,3,16,1,1,302944,74215
KR_8344296051,100,True,870544,WIN,6,4,7,0,8,2,11,3,1,2441,1228503
KR_8344296051,200,False,870544,LOSE,1,7,0,9,5,4,9,0,1,269886,76158
KR_8344099448,100,False,858523,LOSE,2,2,3,1,4,4,16,3,0,505893,553735
KR_8344099448,200,True,858523,WIN,1,5,1,3,7,1,14,0,1,167269,69321
KR_8341335742,100,False,932010,WIN,4,3,2,3,5,2,12,0,1,18717,39512
KR_8341335742,200,True,932010,LOSE,3,3,0,4,0,3,18,3,1,127341,21325
KR_8353361925,100,True,855113,WIN,3,4,3,3,3,2,7,0,0,266757,818208
KR_8353361925,200,False,855113,LOSE,5,3,0,5,3,1,13,3,1,1032722,45706
KR_8353322885,100,False,762225,LOSE,0,4,0,2,0,0,3,3,0,39373,19702
KR_8353322885,200,True,762225,WIN,5,0,1,0,1,1,9,0,2,120300,342761
KR_8353315164,100,True,825258,WIN,6,2,1,2,5,1,10,1,0,34313,146788
KR_8353315164,200,False,825258,LOSE,1,5,0,3,2,2,5,2,1,1854,13692
KR_8345569239,100,False,966882,LOSE,3,3,0,2,3,0,11,1,2,222312,297308
KR_8345569239,200,True,966882,WIN,4,1,0,4,1,1,20,2,0,29717,15142
KR_8345533584,100,False,1116102,LOSE,8,2,4,2,8,3,21,0,1,13488,19681
KR_8345533584,200,True,1116102,WIN,2,6,1,8,3,2,18,3,1,38030,63363
KR_8345419954,100,True,904858,LOSE,3,1,1,4,4,1,10,3,0,13946,40266
KR_8345419954,200,False,904858,WIN,3,3,0,2,2,3,12,0,1,177725,30747
KR_8345424423,100,True,887351,WIN,8,2,1,4,2,3,11,3,0,620227,2911
KR_8345424423,200,False,887351,LOSE,2,4,3,6,4,2,12,0,0,343565,35960
KR_8345401860,100,False,931938,LOSE,2,1,0,2,1,2,17,3,0,45564,65462
KR_8345401860,200,True,931938,WIN,4,0,3,4,1,1,10,0,2,588356,1131995
KR_8338140025,100,True,1206991,WIN,3,3,1,3,8,5,26,0,0,37692,129355
KR_8338140025,200,False,1206991,LOSE,3,4,1,5,8,3,22,3,3,24476,476305
KR_8338129571,100,True,939913,LOSE,3,5,1,1,3,2,16,0,1,16339,5011
KR_8338129571,200,False,939913,WIN,3,1,1,4,3,3,14,3,0,307048,476305
KR_8338126275,100,True,1026474,LOSE,3,3,2,4,2,2,18,3,2,186642,138048
KR_8338126275,200,False,1026474,WIN,3,5,2,6,2,3,16,0,0,464415,85993
KR_8338129014,100,False,1123697,LOSE,2,8,3,6,2,1,12,3,0,41101,2954
KR_8338129014,200,True,1123697,WIN,5,1,2,6,5,0,18,0,2,23999,202642
KR_8338104746,100,False,1064924,WIN,4,3,3,4,8,2,11,0,0,75938,95648
KR_8338104746,200,True,1064924,LOSE,1,4,2,4,8,3,22,3,1,24176,117779
KR_8337016183,100,False,1015325,LOSE,2,4,1,3,3,3,17,2,0,219448,54488
KR_8337016183,200,True,1015325,WIN,5,3,2,2,6,2,19,1,2,50662,825619
KR_8336995287,100,False,917275,LOSE,1,3,2,5,1,0,127,0,1,219448,1733713
KR_8336995287,200,True,917275,WIN,3,2,4,6,5,1,9,3,1,13938,66625
KR_8336985190,100,False,833765,LOSE,1,1,1,3,3,1,10,3,1,269479,135973
KR_8336985190,200,True,833765,WIN,2,2,1,0,5,2,10,0,0,40206,10324
KR_8347766244,100,True,873735,WIN,5,6,2,4,2,1,15,1,1,34045,85597
KR_8347766244,200,False,873735,LOSE,2,6,8,4,1,0,6,2,1,495139,3728444
KR_8339640409,100,False,886689,LOSE,0,0,0,3,6,2,13,2,1,125870,931047
KR_8339640409,200,True,886689,WIN,2,2,0,2,5,1,126,1,0,414572,10126
KR_8339342773,100,False,591418,LOSE,0,4,1,4,0,2,5,3,0,111870,127590
KR_8339342773,200,True,591418,WIN,5,0,3,1,4,1,28,0,0,495139,11591
KR_8338335400,100,True,742160,LOSE,2,2,3,2,2,0,4,3,1,106711,259078
KR_8338335400,200,False,742160,WIN,2,2,1,2,2,2,7,0,0,236957,12880
KR_8338301996,100,False,968273,LOSE,5,2,4,2,3,4,17,0,0,110195,168909
KR_8338301996,200,True,968273,WIN,0,8,3,1,6,1,23,3,2,495139,75636
KR_8336961129,100,False,978769,WIN,3,2,5,2,4,1,9,3,0,127341,437057
KR_8336961129,200,True,978769,LOSE,2,6,2,3,4,1,17,0,2,495139,73179
KR_8349283237,100,True,737302,WIN,3,2,4,0,3,1,24,0,1,49005,147302
KR_8349283237,200,False,737302,LOSE,0,4,1,3,2,2,7,3,0,513936,39242
KR_8349227698,100,False,893266,LOSE,3,4,1,4,0,4,12,0,0,197778,3268369
KR_8349227698,200,True,893266,WIN,4,5,3,0,3,1,10,3,1,54988,81603
KR_8349170545,100,False,1051163,WIN,3,3,0,3,8,1,14,3,1,2501,41645
KR_8349170545,200,True,1051163,LOSE,3,3,1,4,3,1,17,0,2,61224,1367832
KR_8345197271,100,True,768772,WIN,4,1,2,1,2,3,13,1,2,97780,2206623
KR_8345197271,200,False,768772,LOSE,2,5,1,3,0,3,6,2,0,127430,1440403
KR_8345144359,100,False,799653,LOSE,4,3,2,4,3,1,6,3,2,134258,4081
KR_8345144359,200,True,799653,WIN,6,2,0,4,2,4,9,0,0,75582,2084
KR_8354413234,100,True,808696,WIN,1,4,3,5,5,2,9,3,0,136610,40711
KR_8354413234,200,False,808696,LOSE,6,4,2,5,2,2,10,0,1,289591,23610
KR_8354376945,100,False,785483,LOSE,0,4,2,2,2,1,14,0,0,92018,57929
KR_8354376945,200,True,785483,WIN,5,1,0,3,0,2,8,3,0,9521,1353
KR_8354366502,100,False,960715,LOSE,0,6,2,5,2,4,13,0,0,144010,14397
KR_8354366502,200,True,960715,WIN,6,0,0,3,10,2,15,3,1,677809,125576
KR_8354335853,100,False,851505,WIN,5,2,0,2,5,3,11,0,0,15867,8566
KR_8354335853,200,True,851505,LOSE,3,2,3,4,3,2,13,3,2,119121,22334
KR_8354325223,100,False,1017518,WIN,0,3,1,3,7,1,21,0,1,14042,1285986
KR_8354325223,200,True,1017518,LOSE,5,3,0,3,5,4,52,3,1,210003,68746
KR_8354303184,100,True,962210,LOSE,4,3,3,4,4,0,14,3,2,6043,1481969
KR_8354303184,200,False,962210,WIN,3,6,1,4,1,2,19,0,0,17085,466727
KR_8354262877,100,True,771939,WIN,2,1,2,1,1,0,117,0,1,151337,979857
KR_8354262877,200,False,771939,LOSE,1,2,1,3,1,2,7,3,1,35390,466529
KR_8352963493,100,False,1111569,LOSE,4,4,2,6,3,7,18,0,0,188831,37366
KR_8352963493,200,True,1111569,WIN,10,5,2,5,5,3,18,3,3,26670,1654334
KR_8345910245,100,False,555616,LOSE,1,5,2,2,2,0,2,3,0,80010,8955
KR_8345910245,200,True,555616,WIN,4,1,3,1,1,2,4,0,0,210003,96980
KR_8345842871,100,True,870740,LOSE,5,3,0,4,3,1,13,1,1,59088,190302
KR_8345842871,200,False,870740,WIN,2,2,2,3,2,2,12,2,0,361235,3681
KR_8345831314,100,True,856113,WIN,4,1,0,0,4,2,12,3,2,48084,69223
KR_8345831314,200,False,856113,LOSE,3,7,0,5,4,5,8,0,0,161252,2462
KR_8345780962,100,False,966263,LOSE,3,3,0,3,3,3,10,0,0,49510,2605
KR_8345780962,200,True,966263,WIN,4,2,1,2,1,2,17,3,2,61335,8566
KR_8345710613,100,False,676852,LOSE,1,2,0,3,3,3,5,3,0,30753,544898
KR_8345710613,200,True,676852,WIN,4,1,1,0,2,0,4,0,1,111939,239174
KR_8345691564,100,True,887563,WIN,7,2,1,2,8,1,16,3,1,700660,2584
KR_8345691564,200,False,887563,LOSE,4,3,0,5,1,3,9,0,0,292988,358
KR_8347851379,100,True,912948,WIN,2,2,2,0,1,2,11,3,0,38723,676116
KR_8347851379,200,False,912948,LOSE,1,4,0,1,1,3,13,0,1,310038,55424
KR_8347806282,100,True,875559,LOSE,2,7,6,5,3,0,10,1,1,670899,498904
KR_8347806282,200,False,875559,WIN,7,4,1,4,4,4,14,2,1,77204,8913
KR_8347784322,100,True,601806,WIN,8,2,0,2,4,2,5,0,0,15132,260317
KR_8347784322,200,False,601806,LOSE,2,4,2,5,0,2,7,0,0,1241556,515
KR_8347755652,100,True,1079108,WIN,5,5,2,4,4,1,22,3,2,79812,10735
KR_8347755652,200,False,1079108,LOSE,4,5,1,3,8,2,16,0,0,709566,7075
KR_8347738475,100,True,1087310,WIN,6,2,3,3,8,2,15,0,1,414485,44456
KR_8347738475,200,False,1087310,LOSE,2,3,1,7,2,3,17,3,1,42108,7997
KR_8347719445,100,True,936332,LOSE,2,2,0,2,1,3,16,1,0,57625,73844
KR_8347719445,200,False,936332,WIN,2,3,0,2,7,2,49,2,1,78416,37703
KR_8343040220,100,True,770468,WIN,3,0,0,1,2,1,7,3,0,32856,109555
KR_8343040220,200,False,770468,LOSE,0,3,0,2,3,1,14,0,1,127620,51765
KR_8342972662,100,True,1081778,WIN,3,0,0,2,6,2,13,2,2,584367,46172
KR_8342972662,200,False,1081778,LOSE,1,2,0,3,4,1,15,1,0,187814,109555
KR_8342913493,100,False,944734,WIN,4,3,1,4,4,3,12,3,0,32519,7776
KR_8342913493,200,True,944734,LOSE,2,5,3,3,3,1,8,0,2,20026,109555
KR_8353772820,100,False,799605,LOSE,3,3,1,4,1,3,6,0,0,130467,36920
KR_8353772820,200,True,799605,WIN,3,2,1,2,3,1,11,3,2,327778,2950
KR_8343836843,100,True,759658,WIN,11,3,3,3,0,1,11,3,1,22174,15454
KR_8343836843,200,False,759658,LOSE,4,6,0,5,3,5,9,0,0,234350,450858
KR_8354722829,100,True,1003731,LOSE,3,6,3,4,4,2,19,3,1,7687,141987
KR_8354722829,200,False,1003731,WIN,6,2,2,5,3,3,19,0,1,62248,290787
KR_8349900582,100,True,680386,WIN,5,1,1,1,1,1,8,3,0,193912,988993
KR_8349900582,200,False,680386,LOSE,1,2,1,4,2,3,8,0,1,188831,60511
